symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isActivelyTrading
JJTB,iPath B Bloomberg Tin Ttl Ret ETN,112134971348,,,0.0,47.88,0.0,0,New York Stock Exchange Arca,AMEX,US,True,False
DE,Deere & Company,112065566850,Industrials,Farm & Heavy Construction Machinery,1.027,399.87,5.88,1102753,New York Stock Exchange,NYSE,US,False,True
CWGFX,American Funds Capital World Growth & Income Fund Class F-1 Shs,112036534030,,,0.98,59.96,0.7270000000000001,0,NASDAQ,NASDAQ,,False,True
BALB,iPath B Bloomberg Cotton Ttl Ret ETN,111736823769,,,0.0,47.71,0.0,2220,New York Stock Exchange Arca,AMEX,DE,True,False
JJGB,iPath B Bloomberg Grains Ttl Ret ETN,111151325173,,,0.0,47.46,0.0,2778,New York Stock Exchange Arca,AMEX,US,True,False
ELV,Elevance Health Inc.,110797266040,Healthcare,Healthcare Plans,0.843,471.56,5.92,569943,New York Stock Exchange,NYSE,US,False,True
AIR.PA,Airbus SE,110319956577,Industrials,Aerospace & Defense,1.599,139.78,1.8,437768,Paris,EURONEXT,NL,False,True
UNA.AS,Unilever PLC,109593135712,Consumer Defensive,Household & Personal Products,0.163,43.855,1.71,807565,Amsterdam,EURONEXT,GB,False,True
MDT,Medtronic plc,109536567000,Healthcare,Medical Devices,0.748,82.38,2.76,3845852,New York Stock Exchange,NYSE,IE,False,True
SBUX,Starbucks Corporation,109134567000,Consumer Cyclical,Restaurants,0.965,96.01,2.28,6132240,NASDAQ Global Select,NASDAQ,US,False,True
SIA.BR,Siemens Aktiengesellschaft,108303572695,Industrials,Specialty Industrial Machinery,1.147522,136.72,4.25,400,Brussels,EURONEXT,DE,False,
CNR.TO,Canadian National Railway Company,107874435000,Industrials,Railroads,0.704,166.55,3.16,407875,Toronto Stock Exchange,TSX,CA,False,True
JJAB,iPath B Bloomberg Agltr Ttl Ret ETN,107450966010,,,0.0,45.88,0.0,505,New York Stock Exchange Arca,AMEX,US,True,False
BJJN,iPath B Bloomberg Nickel Ttl Ret ETN,107287027696,,,0.0,45.81,0.0,510,New York Stock Exchange Arca,AMEX,US,True,
TJX,"The TJX Companies, Inc.",106913380800,Consumer Cyclical,Apparel Retail,0.883,93.81,1.33,5330009,New York Stock Exchange,NYSE,US,False,True
VRTX,Vertex Pharmaceuticals Incorporated,104848635870,Healthcare,Biotechnology,0.417,406.89,0.0,727121,NASDAQ Global Select,NASDAQ,US,False,True
VWELX,Vanguard Wellington Fund,104742436850,,,0.99,41.35,0.658,0,NASDAQ,NASDAQ,US,False,True
VWENX,Vanguard Wellington Fund Admiral Shares,104742436831,,,0.99,71.4,1.174,0,NASDAQ,NASDAQ,US,False,True
BMY,Bristol-Myers Squibb Company,104403535600,Healthcare,Drug Manufacturers—General,0.333,51.31,2.4,11268773,New York Stock Exchange,NYSE,US,False,True
LRCX,Lam Research Corporation,103227401920,Technology,Semiconductor Equipment & Materials,1.551,783.26,8.0,519077,NASDAQ Global Select,NASDAQ,US,False,True
JJSB,iPath B Bloomberg Softs Ttl Ret ETN,102696706007,,,0.0,43.85,0.0,100,New York Stock Exchange Arca,AMEX,US,True,False
PBR,Petróleo Brasileiro S.A. - Petrobras,102585790376,Energy,Oil & Gas Integrated,1.091,15.97,2.93,4937834,New York Stock Exchange,NYSE,BR,False,True
JJPB,iPath B Bloomberg Prec Mtls Ttl Ret ETN,101970690014,,,0.0,43.54,0.0,31,New York Stock Exchange Arca,AMEX,US,True,False
SU.PA,Schneider Electric S.E.,101952720886,Industrials,Specialty Industrial Machinery,1.017,181.78,3.15,344691,Paris,EURONEXT,FR,False,True
SGGB,iPath B Bloomberg Sugar Ttl Ret ETN,101877006308,,,0.0,43.5,0.0,5879,New York Stock Exchange Arca,AMEX,US,True,False
CVS,CVS Health Corporation,101613624000,Healthcare,Healthcare Plans,0.529,78.96,2.66,3743837,New York Stock Exchange,NYSE,US,False,True
IEFA,iShares Core MSCI EAFE ETF,101486371963,,,1.06,70.35,2.25177,7727243,BATS,ETF,US,True,True
ENB.TO,Enbridge Inc.,101389689000,Energy,Oil & Gas Midstream,0.912,47.7,3.66,3249163,Toronto Stock Exchange,TSX,CA,False,True
GILD,"Gilead Sciences, Inc.",100941700400,Healthcare,Drug Manufacturers—General,0.309,81.01,3.0,3586504,NASDAQ Global Select,NASDAQ,US,False,True
AMT,American Tower Corporation,100635700200,Real Estate,REIT—Specialty,0.683,215.88,6.8,1336083,New York Stock Exchange,NYSE,US,False,True
MUFG,"Mitsubishi UFJ Financial Group, Inc.",100531995900,Financial Services,Banks—Diversified,0.701,8.61,0.23,2091866,New York Stock Exchange,NYSE,JP,False,True
JJMB,iPath B Bloomberg Indl Mtls Ttl Ret ETN,100261027834,,,0.0,42.81,0.0,62,New York Stock Exchange Arca,AMEX,US,True,False
BP,BP p.l.c.,100231229576,Energy,Oil & Gas Integrated,0.569,35.4,1.67,3636003,New York Stock Exchange,NYSE,GB,False,True
SHOP,Shopify Inc.,99981945078,Technology,Software—Application,2.229,77.9,0.0,9502759,New York Stock Exchange,NYSE,CA,False,True
UBS,UBS Group AG,99908043494,Financial Services,Banks—Diversified,1.027,30.9,0.55,5918995,New York Stock Exchange,NYSE,CH,False,True
CAIBX,American Funds Capital Income Builder Class A,99646382075,,,0.94,66.22,1.305,0,NASDAQ,NASDAQ,,False,True
CIRAX,American Funds Capital Income Builder Class 529-A,99646382033,,,0.94,66.2,1.287,0,NASDAQ,NASDAQ,,False,True
JJCB,iPath B Bloomberg Copper Ttl Ret ETN,99638288369,,,0.0,42.5441,0.0,214,New York Stock Exchange Arca,AMEX,US,True,False
VSMAX,Vanguard Small Cap Index Fd Admiral Shs,99588546463,,,1.03,103.34,0.709,0,NASDAQ,NASDAQ,,False,True
VSCIX,Vanguard Small-Cap Index Fund Institutional Shares,99588546463,,,1.03,103.34,1.5984000000000003,0,NASDAQ,NASDAQ,US,False,True
CIBFX,Capital  Income Builder Cl F-1 Shs,99556190714,,,0.94,66.23,1.275,0,NASDAQ,NASDAQ,,False,True
RIRGX,American Funds Capital Income Builder,99556136281,,,0.94,66.19,1.462,0,NASDAQ,NASDAQ,,False,True
DTEL.BR,Deutsche Telekom AG,99454003200,Communication Services,Telecom Services,0.535285,20.0,0.7,3420,Brussels,EURONEXT,DE,False,False
MDLZ,"Mondelez International, Inc.",98569987000,Consumer Defensive,Confectioners,0.669,72.43,1.7,4658019,NASDAQ Global Select,NASDAQ,US,False,True
ADI,"Analog Devices, Inc.",98537782720,Technology,Semiconductors,1.188,198.56,3.44,1542376,NASDAQ Global Select,NASDAQ,US,False,True
C,Citigroup Inc.,98449987200,Financial Services,Banks—Diversified,1.574,51.44,2.08,12825223,New York Stock Exchange,NYSE,US,False,True
BJO,iPath B Bloomberg Coffee Ttl Ret ETN,97848762340,,,0.0,41.78,0.0,22287,New York Stock Exchange Arca,AMEX,SE,True,False
CP.TO,Canadian Pacific Railway Limited,97688968440,Industrials,Railroads,0.825,104.84,0.76,1023967,Toronto Stock Exchange,TSX,CA,False,True
PGMB,iPath B Bloomberg Platinum Ttl Ret ETN,97067704285,,,0.0,41.4465,0.0,186,New York Stock Exchange Arca,AMEX,US,True,False
ETN,Eaton Corporation plc,96159426000,Industrials,Specialty Industrial Machinery,1.063,240.82,3.44,947788,New York Stock Exchange,NYSE,IE,False,True
ADP,"Automatic Data Processing, Inc.",95821725850,Industrials,Staffing & Employment Services,0.829,232.97,5.6,939738,NASDAQ Global Select,NASDAQ,US,False,True
BMO.TO,Bank of Montreal,94528081130,Financial Services,Banks—Diversified,1.152,131.11,6.04,1983622,Toronto Stock Exchange,TSX,CA,False,True
MU,"Micron Technology, Inc.",94207679400,Technology,Semiconductors,1.313,85.34,0.46,8543501,NASDAQ Global Select,NASDAQ,US,False,True
REGN,"Regeneron Pharmaceuticals, Inc.",94090329410,Healthcare,Biotechnology,0.136,878.29,0.0,534334,NASDAQ Global Select,NASDAQ,US,False,True
CNQ.TO,Canadian Natural Resources Limited,93964880200,Energy,Oil & Gas E&P,1.893,86.81,4.0,6778856,Toronto Stock Exchange,TSX,CA,False,True
EQNR,Equinor ASA,93803564565,Energy,Oil & Gas Integrated,0.409,31.64,1.2,1473863,New York Stock Exchange,NYSE,NO,False,True
MMC,"Marsh & McLennan Companies, Inc.",93422351840,Financial Services,Insurance Brokers,0.939,189.47,2.84,911021,New York Stock Exchange,NYSE,US,False,True
PGR,The Progressive Corporation,93185330480,Financial Services,Insurance—Property & Casualty,0.423,159.28,1.15,1637496,New York Stock Exchange,NYSE,US,False,True
PANW,"Palo Alto Networks, Inc.",92975664000,Technology,Software—Infrastructure,1.172,294.88,0.0,2056589,NASDAQ Global Select,NASDAQ,US,False,True
CB,Chubb Limited,92205740000,Financial Services,Insurance—Property & Casualty,0.617,226.0,3.44,1530421,New York Stock Exchange,NYSE,CH,False,True
AI.PA,L'Air Liquide S.A.,91932944845,Basic Materials,Specialty Chemicals,0.623,176.12,2.95,298164,Paris,EURONEXT,FR,False,True
DGE.PA,Diageo plc,91576000480,Consumer Defensive,Beverages—Wineries & Distilleries,0.355125,40.0,0.8,1055,Paris,EURONEXT,GB,False,False
ZTS,Zoetis Inc.,90615330180,Healthcare,Drug Manufacturers—Specialty & Generic,0.844,197.37,1.73,1006893,New York Stock Exchange,NYSE,US,False,True
ABNB,"Airbnb, Inc.",88388766484,Consumer Cyclical,Travel Services,1.222,136.14,0.0,3029522,NASDAQ Global Select,NASDAQ,US,False,True
VTIFX,Vanguard Total International Bond Index Fund Institutional Shares,88099397630,,,0.74,29.6,0.11599999999999999,0,NASDAQ,NASDAQ,,False,True
BNDX,Vanguard Total International Bond Index Fund,88019161374,,,0.74,49.365,2.1822000000000004,4316974,NASDAQ Global Market,NASDAQ,US,True,True
TRI.TO,Thomson Reuters Corporation,87952837260,Industrials,Specialty Business Services,0.291097,193.73,2.71,130666,Toronto Stock Exchange,TSX,CA,False,True
VTABX,Vanguard Total International Bond Index Fd Admiral Shs,87787777718,,,0.74,19.72,0.07500000000000001,0,NASDAQ,NASDAQ,,False,True
CI,Cigna Corporation,87625059000,Healthcare,Healthcare Plans,0.563,299.45,4.92,1066895,New York Stock Exchange,NYSE,US,False,True
VTTHX,Vanguard Target Retirement 2035 Fund,86328991726,,,1.09,22.16,0.0,0,NASDAQ,NASDAQ,,False,True
IWF,iShares Russell 1000 Growth ETF,85857737633,,,1.13,303.17,2.02664,1185390,New York Stock Exchange Arca,AMEX,US,True,True
DODGX,Dodge & Cox Funds - Dodge & Cox Stock Fund,85044002610,,,0.89,243.55,0.81,0,NASDAQ,NASDAQ,US,False,True
VTHRX,Vanguard Target Retirement 2030 Fund,84828856305,,,1.02,35.54,0.0,0,NASDAQ,NASDAQ,,False,True
BSX,Boston Scientific Corporation,84690493800,Healthcare,Medical Devices,0.78,57.81,0.0,10656985,New York Stock Exchange,NYSE,US,False,True
VIG,Vanguard Dividend Appreciation Index Fund,84362049821,,,0.86,170.4,3.2085,1418672,New York Stock Exchange Arca,AMEX,US,True,True
VDADX,Vanguard Dividend Appreciation Index Fund Admiral Shs,84322443257,,,0.86,46.23,0.201,0,NASDAQ,NASDAQ,,False,True
IBN,ICICI Bank Limited,83607833600,Financial Services,Banks—Regional,0.793,23.84,0.19,3052970,New York Stock Exchange,NYSE,IN,False,True
BN.TO,Brookfield Corporation,82665258000,Financial Services,Asset Management,1.652,53.15,0.38,867602,Toronto Stock Exchange,TSX,CA,False,True
EL.PA,EssilorLuxottica Société anonyme,81987560360,Healthcare,Medical Instruments & Supplies,0.868,181.6,3.23,180923,Paris,EURONEXT,FR,False,True
DEO,Diageo plc,81375508050,Consumer Defensive,Beverages—Wineries & Distilleries,0.323,145.66,3.94,342310,New York Stock Exchange,NYSE,GB,False,True
CNI,Canadian National Railway Company,81370551000,Industrials,Railroads,0.704,125.63,2.39,700333,New York Stock Exchange,NYSE,CA,False,True
SHW,The Sherwin-Williams Company,79835795400,Basic Materials,Specialty Chemicals,1.109,311.9,2.42,642921,New York Stock Exchange,NYSE,US,False,True
FI,"Fiserv, Inc.",79728708240,Technology,Information Technology Services,0.924,132.84,0.0,1585065,New York Stock Exchange,NYSE,US,False,True
MELI,"MercadoLibre, Inc.",79456276630,Consumer Cyclical,Internet Retail,1.6,1571.54,0.0,180155,NASDAQ Global Select,NASDAQ,UY,False,True
FKINX,Franklin Income Fund Class A1,79286632448,,,0.8,2.33,0.05499999999999999,0,NASDAQ,NASDAQ,US,False,True
KLAC,KLA Corporation,79017271600,Technology,Semiconductor Equipment & Materials,1.351,581.3,5.8,512267,NASDAQ Global Select,NASDAQ,US,False,True
FSKAX,Fidelity Total Market Index Fund,78946566105,,,1.01,131.75,0.219,0,NASDAQ,NASDAQ,US,False,True
FNCFX,Franklin Income Fund Class R6,78946344959,,,0.81,2.32,0.05499999999999999,0,NASDAQ,NASDAQ,US,False,True
ITW,Illinois Tool Works Inc.,78814078840,Industrials,Specialty Industrial Machinery,1.141,261.94,5.6,632432,New York Stock Exchange,NYSE,US,False,True
BNS.TO,The Bank of Nova Scotia,78305580000,Financial Services,Banks—Diversified,0.952,64.5,4.24,4173615,Toronto Stock Exchange,TSX,CA,False,True
SNPS,"Synopsys, Inc.",78259626170,Technology,Software—Infrastructure,1.096,514.91,0.0,742083,NASDAQ Global Select,NASDAQ,US,False,True
BFAFX,"The Bond Fund of America, Class F-1 Shares",77362413565,,,1.0,11.49,0.08600000000000001,0,NASDAQ,NASDAQ,,False,True
ARM,Arm Holdings plc American Depositary Shares,77041208855,Technology,Semiconductors,,75.145,0.0,11155205,NASDAQ,NASDAQ,UK,False,True
VEXAX,Vanguard Extended Market Index Fd Admiral Shs,76746325997,,,1.06,126.23,0.329,0,NASDAQ,NASDAQ,,False,True
VIEIX,Vanguard Extended Market Index Fund Institutional Shares,76740239301,,,1.06,126.22,0.332,0,NASDAQ,NASDAQ,US,False,True
ENB,Enbridge Inc.,76563031400,Energy,Oil & Gas Midstream,0.912,36.02,2.69,3256737,New York Stock Exchange,NYSE,CA,False,True
SO,The Southern Company,76474274400,Utilities,Utilities—Regulated Electric,0.551,70.12,2.78,2720193,New York Stock Exchange,NYSE,US,False,True
SOJE,Southern Company (The) Series 2,76474234241,,,0.0,19.85,1.3125,94312,New York Stock Exchange,NYSE,,False,True
SOJC,The Southern Company JR 2017B NT 77,76474234232,,,0.0,23.96,1.31236,52165,New York Stock Exchange,NYSE,US,False,True
INFY,Infosys Limited,76285087182,Technology,Information Technology Services,0.62,18.38,0.43,2839475,New York Stock Exchange,NYSE,IN,False,True
CME,CME Group Inc.,75813894000,Financial Services,Financial Data & Stock Exchanges,0.449,210.6,9.65,1432926,NASDAQ Global Select,NASDAQ,US,False,True
VFORX,Vanguard Target Retirement 2040 Fund,75757182974,,,1.16,39.37,0.0,0,NASDAQ,NASDAQ,,False,True
EQIX,"Equinix, Inc.",75612751526,Real Estate,REIT—Specialty,0.642,805.39,17.04,290415,NASDAQ Global Select,NASDAQ,US,False,True
GSK,GSK plc,75531059500,Healthcare,Drug Manufacturers—General,0.266,37.06,1.4,1477106,New York Stock Exchange,NYSE,GB,False,True
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class,75289866752,,,1.14,150.15,0.0,0,NASDAQ,NASDAQ,US,False,True
RACE.MI,Ferrari N.V.,75260011772,Consumer Cyclical,Auto Manufacturers,1.028,305.2,1.81,172419,Milan,EURONEXT,IT,False,True
VUG,Vanguard Growth Index Fund,75253793001,,,1.18,310.88,1.8023,859890,New York Stock Exchange Arca,AMEX,US,True,True
ATD.TO,Alimentation Couche-Tard Inc.,75187991340,Consumer Cyclical,Specialty Retail,0.852,78.03,0.6,605563,Toronto Stock Exchange,TSX,CA,False,True
TRBCX,T. Rowe Price Blue Chip Growth Fund,74883699268,,,1.14,149.34,0.0,0,NASDAQ,NASDAQ,US,False,True
RELX,RELX PLC,74840798331,Communication Services,Publishing,0.469,39.66,0.7,526140,New York Stock Exchange,NYSE,GB,False,True
DUK,Duke Energy Corporation,74789892480,Utilities,Utilities—Regulated Electric,0.452,97.04,4.06,2295242,New York Stock Exchange,NYSE,US,False,True
DUKB,Duke Energy Corporation 5.625% ,74789867071,Industrials,,0.0,23.49,1.4062800000000002,72009,New York Stock Exchange,NYSE,US,False,True
SLB,Schlumberger Limited,74337058400,Energy,Oil & Gas Equipment & Services,1.697,52.04,1.0,8641693,New York Stock Exchange,NYSE,US,False,True
ATVI,"Activision Blizzard, Inc.",74289468671,Communication Services,Electronic Gaming & Multimedia,0.37,94.42,0.99,7127746,NASDAQ Global Select,NASDAQ,US,False,False
CDNS,"Cadence Design Systems, Inc.",74101526940,Technology,Software—Application,1.053,272.37,0.0,801069,NASDAQ Global Select,NASDAQ,US,False,True
VTTVX,Vanguard Target Retirement 2025 Fund,73950953461,,,0.93,18.41,0.0,0,NASDAQ,NASDAQ,,False,True
CP,Canadian Pacific Railway Limited,73667396460,Industrials,Railroads,0.825,79.06,0.58,2478283,New York Stock Exchange,NYSE,CA,False,True
AMPFX,American Funds AMCAP Fund,73493413888,,,1.04,37.67,0.073,0,NASDAQ,NASDAQ,,False,True
KKR,KKR & Co. Inc.,73322995650,Financial Services,Asset Management,1.606,82.85,0.66,1618139,New York Stock Exchange,NYSE,US,False,True
ANET,"Arista Networks, Inc.",73267161000,Technology,Computer Hardware,1.114,235.51,0.0,898026,New York Stock Exchange,NYSE,US,False,True
VEMAX,Vanguard Emerging Markets Stock Index Fund Admiral Shares,72639078382,,,0.88,34.06,0.46900000000000003,0,NASDAQ,NASDAQ,US,False,True
PABGX,T. Rowe Price Blue Chip Growth Fund Advisor Class,72597184379,,,1.14,144.78,0.0,0,NASDAQ,NASDAQ,US,False,True
VTIVX,Vanguard Target Retirement 2045 Fund,72507129839,,,1.23,26.71,0.0,0,NASDAQ,NASDAQ,,False,True
HCA,"HCA Healthcare, Inc.",72450479480,Healthcare,Medical Care Facilities,1.642,270.68,2.4,626946,New York Stock Exchange,NYSE,US,False,True
WDAY,"Workday, Inc.",72327719724,Technology,Software—Application,1.261517,276.06,0.0,972485,NASDAQ Global Select,NASDAQ,US,False,True
STLA,Stellantis N.V.,72287415008,Consumer Cyclical,Auto Manufacturers,1.301,23.32,1.48,2076108,New York Stock Exchange,NYSE,NL,False,True
WM,"Waste Management, Inc.",72137002500,Industrials,Waste Management,0.707,179.1,2.8,1252560,New York Stock Exchange,NYSE,US,False,True
ICE,"Intercontinental Exchange, Inc.",71959456403,Financial Services,Financial Data & Stock Exchanges,0.9425,128.43,1.68,2959803,New York Stock Exchange,NYSE,US,False,True
BNP.PA,BNP Paribas SA,71765425176,Financial Services,Banks—Regional,1.613,62.59,3.9,764511,Paris,EURONEXT,FR,False,True
MCO,Moody's Corporation,71472480000,Financial Services,Financial Data & Stock Exchanges,1.31,390.56,3.08,484476,New York Stock Exchange,NYSE,US,False,True
MO,"Altria Group, Inc.",71347341000,Consumer Defensive,Tobacco,0.698,40.34,3.92,8060359,New York Stock Exchange,NYSE,US,False,True
BMO,Bank of Montreal,71334058020,Financial Services,Banks—Diversified,1.152,98.94,4.44,338057,New York Stock Exchange,NYSE,CA,False,True
IJH,iShares Core S&P Mid-Cap ETF,71307558493,,,1.03,277.15,4.04757,1714672,New York Stock Exchange Arca,AMEX,US,True,True
CNQ,Canadian Natural Resources Limited,70920158400,Energy,Oil & Gas E&P,1.893,65.52,2.94,1187716,New York Stock Exchange,NYSE,CA,False,True
GD,General Dynamics Corporation,70863163990,Industrials,Aerospace & Defense,0.737,259.67,5.28,812122,New York Stock Exchange,NYSE,US,False,True
EFA,iShares MSCI EAFE ETF,70708439849,,,1.05,75.35,2.242,21345960,New York Stock Exchange Arca,AMEX,US,True,True
BDX,"Becton, Dickinson and Company",70599025860,Healthcare,Medical Instruments & Supplies,0.514,243.83,3.8,851737,New York Stock Exchange,NYSE,US,False,True
NOC,Northrop Grumman Corporation,70592235020,Industrials,Aerospace & Defense,0.408,468.14,7.48,400626,New York Stock Exchange,NYSE,US,False,True
EOG,"EOG Resources, Inc.",70531992500,Energy,Oil & Gas E&P,1.445,120.95,3.64,1753404,New York Stock Exchange,NYSE,US,False,True
PRX.AS,Prosus N.V.,70431106600,Communication Services,Internet Content & Information,0.706,26.985,0.07,3618272,Amsterdam,EURONEXT,NL,False,True
VWIUX,Vanguard Intermediate-Term Tax-Exempt Fd Admiral Shs,69848342520,,,0.83,13.75,0.123,0,NASDAQ,NASDAQ,,False,True
VWITX,Vanguard Intermediate Term Tax-Exempt Fund,69848342520,,,0.83,13.75,0.09,0,NASDAQ,NASDAQ,,False,True
CSU.TO,Constellation Software Inc.,69619799205,Technology,Software—Application,0.863,3285.27,5.34,15725,Toronto Stock Exchange,TSX,CA,False,True
SEEGX,JPMorgan Large Cap Growth Fund I Class,69556355068,,,1.02,60.14,0.0,0,NASDAQ,NASDAQ,US,False,True
JLGMX,JPMorgan Large Cap Growth Fund Class R6,69556355047,,,1.02,63.12,0.0,0,NASDAQ,NASDAQ,US,False,True
JLGRX,JPMorgan Large Cap Growth Fund,69556355040,,,1.02,62.32,0.0,0,NASDAQ,NASDAQ,,False,True
ABB,ABB Ltd,69020585106,Industrials,Electrical Equipment & Parts,1.020889,37.13,0.92,6388230,New York Stock Exchange,NYSE,CH,False,False
PRUFX,T. Rowe Price Growth Stock Fund I Class,68587091242,,,1.12,86.85,0.0,0,NASDAQ,NASDAQ,US,False,True
CSX,CSX Corporation,68512427100,Industrials,Railroads,1.192,34.67,0.44,6638617,NASDAQ Global Select,NASDAQ,US,False,True
ENEL.MI,Enel SpA,68382284237,Utilities,Utilities—Diversified,0.916,6.73,0.42,10463363,Milan,EURONEXT,IT,False,True
PRGFX,T. Rowe Price Growth Stock Fund,68381761456,,,1.12,86.59,0.0,0,NASDAQ,NASDAQ,US,False,True
SAN,"Banco Santander, S.A.",68268633268,Financial Services,Banks—Diversified,1.343,4.135,0.12,2491563,New York Stock Exchange,NYSE,ES,False,True
VALE,Vale S.A.,68243307579,Basic Materials,Other Industrial Metals & Mining,0.834,15.86,1.27,8691139,New York Stock Exchange,NYSE,BR,False,True
RRBGX,T. Rowe Price Blue Chip Growth Fund Class R,68184588196,,,1.14,135.98,0.0,0,NASDAQ,NASDAQ,US,False,True
VPMCX,Vanguard PrimeCap Fund,67997298676,,,0.93,150.95,0.0,0,NASDAQ,NASDAQ,US,False,True
VPMAX,Vanguard PRIMECAP Fund Admiral Shares,67997298562,,,0.93,156.35,0.0,0,NASDAQ,NASDAQ,US,False,True
DODFX,Dodge & Cox International Stock Fund,67755258847,,,1.0,49.16,0.0,0,NASDAQ,NASDAQ,US,False,True
REN.AS,RELX PLC,67388826485,Communication Services,Publishing,0.469,35.82,0.65,451756,Amsterdam,EURONEXT,GB,False,True
USB,U.S. Bancorp,67387392800,Financial Services,Banks—Regional,1.092,43.28,1.96,5967756,New York Stock Exchange,NYSE,US,False,True
SLB.PA,Schlumberger Limited,67194758400,Energy,Oil & Gas Equipment & Services,1.697,47.04,0.93,7217,Paris,EURONEXT,US,False,True
LULU,Lululemon Athletica Inc.,67135849170,Consumer Cyclical,Apparel Retail,1.345,511.29,0.0,917312,NASDAQ Global Select,NASDAQ,CA,False,True
DODIX,Dodge & Cox Income Fund - Class I,67078344701,,,0.97,12.62,0.11,0,NASDAQ,NASDAQ,US,False,True
VITAX,Vanguard Information Technology Index Fund Admiral Shs,66791007300,,,1.24,247.83,0.396,0,NASDAQ,NASDAQ,,False,True
VGT,Vanguard Information Technology Index Fund,66789410116,,,1.24,484.0,3.1237,529925,New York Stock Exchange Arca,AMEX,US,True,True
SAF.PA,Safran SA,66594577060,Industrials,Aerospace & Defense,1.339,159.46,1.35,227687,Paris,EURONEXT,FR,False,True
TRI,Thomson Reuters Corporation,66574550880,Industrials,Specialty Business Services,0.397,146.22,1.96,181539,New York Stock Exchange,NYSE,CA,False,True
SCCO,Southern Copper Corporation,66541663770,Basic Materials,Copper,1.251,86.07,4.0,774042,New York Stock Exchange,NYSE,US,False,True
BCE-PY.TO,BCE Inc.,66463166463,Communication Services,Telecom Services,0.512,18.19,1.12,3078,Toronto Stock Exchange,TSX,CA,False,True
SCWFX,American Funds SMALLCAP World Cl F-1 Shs,66416230400,,,1.12,65.17,0.0,0,NASDAQ,NASDAQ,,False,True
RLLGX,American Funds SMALLCAP World Fund,66416230397,,,1.12,68.8,0.665,0,NASDAQ,NASDAQ,,False,True
SMCWX,American Funds SMALLCAP World Fund Class A,66416230393,,,1.12,66.25,0.0,0,NASDAQ,NASDAQ,US,False,True
RSLAX,American Funds SMALLCAP World Fund Class R-1,66416230390,,,1.12,55.97,0.0,0,NASDAQ,NASDAQ,,False,True
MAR,"Marriott International, Inc.",66230257410,Consumer Cyclical,Lodging,1.552,225.51,2.08,2007339,NASDAQ Global Select,NASDAQ,US,False,True
PYPL,"PayPal Holdings, Inc.",66208577400,Financial Services,Credit Services,1.377,61.41,0.0,16719323,NASDAQ Global Select,NASDAQ,US,False,True
TRSAX,T. Rowe Price Growth Stock Fund Advisor Class,65878355893,,,1.12,83.42,0.0,0,NASDAQ,NASDAQ,US,False,True
TGT,Target Corporation,65749902040,Consumer Defensive,Discount Stores,1.099,142.42,4.4,2512552,New York Stock Exchange,NYSE,US,False,True
CL,Colgate-Palmolive Company,65630982120,Consumer Defensive,Household & Personal Products,0.446,79.71,1.92,2420282,New York Stock Exchange,NYSE,US,False,True
STLAM.MI,Stellantis N.V.,65560841656,,,1.301,21.15,1.34,3003256,Milan,EURONEXT,,False,True
STLAP.PA,Stellantis N.V.,65545342639,Consumer Cyclical,Auto Manufacturers,1.301,21.145,1.34,913669,Paris,EURONEXT,NL,False,True
SNOW,Snowflake Inc.,65530700000,Technology,Software—Application,0.96,199.0,0.0,3424836,New York Stock Exchange,NYSE,US,False,True
BTI,British American Tobacco p.l.c.,65331033413,Consumer Defensive,Tobacco,0.319,29.29,2.8,3676398,New York Stock Exchange,NYSE,GB,False,True
DG.PA,Vinci SA,64904966438,Industrials,Engineering & Construction,0.935,113.7,4.05,443727,Paris,EURONEXT,FR,False,True
CS.PA,AXA SA,64854113100,Financial Services,Insurance—Diversified,1.27,29.49,1.7,1522097,Paris,EURONEXT,FR,False,True
SMFG,"Sumitomo Mitsui Financial Group, Inc.",64569201444,Financial Services,Banks—Diversified,0.708,9.68,0.34,1220614,New York Stock Exchange,NYSE,JP,False,True
VTV,Vanguard Value Index Fund,63425529284,,,0.81,149.5,3.6707,2533417,New York Stock Exchange Arca,AMEX,US,True,True
FDX,FedEx Corporation,63215432210,Industrials,Integrated Freight & Logistics,1.334,252.97,5.04,1937023,New York Stock Exchange,NYSE,US,False,True
NGT.TO,Newmont Corporation,63214076500,Basic Materials,Gold,0.44,54.85,2.13,117543,Toronto Stock Exchange,TSX,US,False,True
ITUB,Itaú Unibanco Holding S.A.,63106036786,Financial Services,Banks—Regional,0.541,6.95,0.19,6268789,New York Stock Exchange,NYSE,BR,False,True
VVIAX,Vanguard Value Index Fd Admiral Shs,62817968074,,,0.81,58.29,0.6679999999999999,0,NASDAQ,NASDAQ,,False,True
CMG,"Chipotle Mexican Grill, Inc.",62764931112,Consumer Cyclical,Restaurants,1.328,2286.96,0.0,184703,New York Stock Exchange,NYSE,US,False,True
VXXB,iPath Series B S&P 500 VIX Short-Term Futures ETN,62414303225,,,0.0,26.65,0.0,26040484,BATS,ETF,US,True,False
RRGSX,T. Rowe Price Growth Stock Fund R Class,62411489251,,,1.12,79.03,0.0,0,NASDAQ,NASDAQ,US,False,True
BN,Brookfield Corporation,62399438400,Financial Services,Asset Management,1.652,40.12,0.28,1589102,New York Stock Exchange,NYSE,CA,False,True
